name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code
Avignon Caumont airport,43.907299,4.90183,124,EU,FR,FR-PAC,Avignon,yes,LFMV,AVN
Gap-Tallard Airfield,44.455002,6.03778,1986,EU,FR,FR-PAC,"Tallard, Hautes-Alpes",no,LFNA,GAT
Mende-Brenoux Airfield,44.502102,3.53282,3362,EU,FR,FR-OCC,Mende/Brénoux,no,LFNB,MEN
Mont-Dauphin Saint-Crépin Airfield,44.701698,6.60028,2963,EU,FR,FR-PAC,"Saint-Crépin, Hautes-Alpes",no,LFNC,SCP
Beauvais-Tillé airport,49.454399,2.11278,359,EU,FR,FR-HDF,Beauvais,yes,LFOB,BVA
Évreux-Fauville (BA 105) Air Base,49.028702,1.21986,464,EU,FR,FR-NOR,"Fauville, Eure",no,LFOE,EVX
Le Havre-Octeville Airport,49.534038,0.088406,313,EU,FR,FR-NOR,Le Havre,no,LFOH,LEH
Chalons Vatry airport,48.77333,4.20611,587,EU,FR,FR-GES,Chalons en Champagne,yes,LFOK,XCR
Les Sables-d'Olonne Talmont Airport,46.476898,-1.72278,105,EU,FR,FR-PDL,Les Sables-d'Olonne,no,LFOO,LSO
Rouen Vallée de Seine Airport,49.384887,1.179142,512,EU,FR,FR-NOR,Boos,no,LFOP,URO
Tours Val de Loire Airport,47.432201,0.727606,357,EU,FR,FR-CVL,"Tours, Indre-et-Loire",yes,LFOT,TUF
Cholet Le Pontreau airfield,47.0821,-0.877064,443,EU,FR,FR-PDL,Cholet,no,LFOU,CET
Laval-Entrammes Airport,48.032208,-0.743999,330,EU,FR,FR-PDL,"Laval, Mayenne",no,LFOV,LVA
Orléans–Saint-Denis-de-l'Hôtel Airport,47.897758,2.164478,396,EU,FR,FR-CVL,"Saint-Denis-de-l'Hôtel, Loiret",no,LFOZ,ORE
Paris-Le Bourget International Airport,48.962276,2.436539,218,EU,FR,FR-IDF,Paris,yes,LFPB,LBG
Creil Air Base,49.253502,2.51914,291,EU,FR,FR-HDF,Creil,no,LFPC,CSF
Charles de Gaulle International Airport,49.00896,2.554117,392,EU,FR,FR-IDF,"Paris (Roissy-en-France, Val-d'Oise)",yes,LFPG,CDG
Toussus-le-Noble Airport,48.7519,2.10619,538,EU,FR,FR-IDF,"Toussus-le-Noble, Yvelines",no,LFPN,TNF
Paris-Orly Airport,48.729499,2.358963,291,EU,FR,FR-IDF,"Paris (Orly, Val-de-Marne)",yes,LFPO,ORY
Pontoise-Cormeilles Aerodrome,49.096064,2.035543,325,EU,FR,FR-IDF,"Cormeilles-en-Vexin, Val-d'Oise",no,LFPT,POX
Nevers-Fourchambault Airport,47.002913,3.113114,602,EU,FR,FR-BFC,"Marzy, Nièvre",no,LFQG,NVS
Lille Airport,50.566564,3.102429,157,EU,FR,FR-HDF,Lesquin,yes,LFQQ,LIL
Merville-Calonne Airport,50.618401,2.64224,61,EU,FR,FR-HDF,"Merville, Nord",no,LFQT,HZB
Brest Bretagne airport,48.447899,-4.41854,325,EU,FR,FR-BRE,Brest,yes,LFRB,BES
Cherbourg Manche airport,49.650101,-1.47028,459,EU,FR,FR-NOR,Cherbourg,no,LFRC,CER
Dinard Pleurtuit Saint-Malo airport,48.5877,-2.07996,219,EU,FR,FR-BRE,Dinard,yes,LFRD,DNR
La Baule-Escoublac Airport,47.289398,-2.34639,105,EU,FR,FR-PDL,La Baule-Escoublac,no,LFRE,LBY
Granville Airport,48.883099,-1.56417,45,EU,FR,FR-NOR,"Bréville-sur-Mer, Manche",no,LFRF,GFR
Deauville Normandie airport,49.365237,0.154481,479,EU,FR,FR-NOR,Deauville,yes,LFRG,DOL
Lorient South Brittany (Bretagne Sud) Airport,47.760601,-3.44,160,EU,FR,FR-BRE,Lorient/Lann/Bihoué,yes,LFRH,LRT
La Roche-sur-Yon Les Ajoncs Airport,46.7019,-1.37863,299,EU,FR,FR-PDL,La Roche-sur-Yon,no,LFRI,EDM
Landivisiau Air Base,48.5303,-4.15164,348,EU,FR,FR-BRE,Landivisiau,no,LFRJ,LDV
Caen Carpiquet airport,49.17678,-0.454883,256,EU,FR,FR-NOR,Caen,yes,LFRK,CFR
Le Mans-Arnage Airport,47.948604,0.201702,194,EU,FR,FR-PDL,"Le Mans, Sarthe",yes,LFRM,LME
Rennes-Saint-Jacques Airport,48.0695,-1.73479,124,EU,FR,FR-BRE,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",yes,LFRN,RNS
Lannion Airport,48.754398,-3.47166,290,EU,FR,FR-BRE,Lannion,no,LFRO,LAI
Quimper-Cornouaille Airport,47.973031,-4.169655,297,EU,FR,FR-BRE,Quimper/Pluguffan,no,LFRQ,UIP
Nantes Atlantique Airport,47.153198,-1.61073,90,EU,FR,FR-PDL,Nantes,yes,LFRS,NTE
Saint-Brieuc-Armor Airport,48.538628,-2.853518,453,EU,FR,FR-BRE,"Trémuson, Côtes-d'Armor",no,LFRT,SBK
Morlaix-Ploujean Airport,48.60319901,-3.815779924,272,EU,FR,FR-BRE,Morlaix/Ploujean,no,LFRU,MXN
Vannes-Meucon Airport,47.723301,-2.71856,446,EU,FR,FR-BRE,Vannes/Meucon,no,LFRV,VNE
Saint-Nazaire-Montoir Airport,47.31142,-2.152634,13,EU,FR,FR-PDL,Saint-Nazaire/Montoir,yes,LFRZ,SNR
EuroAirport Basel–Mulhouse–Freiburg,47.60068,7.521117,885,EU,FR,FR-GES,Bâle / Mulhouse,yes,LFSB,BSL
Dijon Longvic airport,47.268902,5.09,726,EU,FR,FR-BFC,Dijon,yes,LFSD,DIJ
Épinal Mirecourt Airport,48.325001,6.06998,1084,EU,FR,FR-GES,Épinal,no,LFSG,EPL
Brive Souillac airport,45.039722,1.485556,1016,EU,FR,FR-NAQ,Brive,yes,LFSL,BVE
Nancy-Essey Airport,48.692101,6.23046,751,EU,FR,FR-GES,"Tomblaine, Meurthe-et-Moselle",no,LFSN,ENC
Strasbourg Airport,48.5383,7.62823,505,EU,FR,FR-GES,Strasbourg,yes,LFST,SXB
Toulon-Hyères Airport,43.097301,6.14603,7,EU,FR,FR-PAC,"Hyères, Var",yes,LFTH,TLN
Nîmes-Arles-Camargue Airport,43.757401,4.41635,309,EU,FR,FR-OCC,Nîmes/Garons,yes,LFTW,FNI
La Môle Airport,43.205399,6.482,59,EU,FR,FR-PAC,Saint-Tropez,yes,LFTZ,LTT
Miquelon Airport,47.095501,-56.380299,10,NA,PM,PM-ML,Miquelon,yes,LFVM,MQC
Saint-Pierre Pointe-Blanche Airport,46.762651,-56.17499,27,NA,PM,PM-SP,Saint-Pierre,yes,LFVP,FSP
Andravida Air Base,37.9207,21.292601,55,EU,GR,GR-G,Andravida,no,LGAD,PYR
Alexandroupoli Democritus Airport,40.8559,25.956301,24,EU,GR,GR-A,Alexandroupolis,yes,LGAL,AXD
Athens Eleftherios Venizelos International Airport,37.936401,23.9445,308,EU,GR,GR-I,Spata-Artemida,yes,LGAV,ATH
Nea Anchialos National Airport,39.219601,22.7943,83,EU,GR,GR-E,Nea Anchialos,yes,LGBL,VOL
Chios Island National Airport,38.34320068359375,26.140600204467773,15,EU,GR,GR-K,Chios Island,yes,LGHI,JKH
Ikaria Airport,37.68270111,26.3470993,79,EU,GR,GR-K,Ikaria Island,yes,LGIK,JIK
Ioannina King Pyrrhus National Airport,39.6964,20.8225,1558,EU,GR,GR-D,Ioannina,yes,LGIO,IOA
Heraklion International Nikos Kazantzakis Airport,35.339699,25.1803,115,EU,GR,GR-M,Heraklion,yes,LGIR,HER
Kastoria National Airport Aristotle,40.446301,21.2822,2167,EU,GR,GR-C,Argos Orestiko,yes,LGKA,KSO
Kithira Airport,36.273978,23.016719,1045,EU,GR,GR-I,Kithira Island,yes,LGKC,KIT
Kefallinia Airport,38.12009811401367,20.500499725341797,59,EU,GR,GR-F,Kefallinia Island,yes,LGKF,EFL
Kastelorizo Airport,36.141701,29.576401,489,AS,GR,GR-L,Kastelorizo Island,yes,LGKJ,KZS
Kalamata Airport,37.06829833984375,22.02549934387207,26,EU,GR,GR-J,Kalamata,yes,LGKL,KLX
"Kos International Airport ""Ippokratis""",36.794523,27.09115,412,AS,GR,GR-L,Kos Island,yes,LGKO,KGS
Karpathos Airport,35.421398,27.146,66,EU,GR,GR-L,Karpathos Island,yes,LGKP,AOK
Corfu Ioannis Kapodistrias International Airport,39.60145,19.912179,6,EU,GR,GR-F,Kerkyra (Corfu),yes,LGKR,CFU
Kasos Airport,35.42139816,26.909999847399998,35,EU,GR,GR-L,Kasos Island,yes,LGKS,KSJ
Kavala Alexander the Great International Airport,40.9133,24.6192,18,EU,GR,GR-A,Kavala,yes,LGKV,KVA
Kalymnos Airport,36.9632988,26.94059944,771,EU,GR,GR-L,Kalymnos Island,yes,LGKY,JKL
Kozani National Airport Filippos,40.286098,21.840799,2059,EU,GR,GR-C,Kozani,yes,LGKZ,KZI
Leros Airport,37.184898,26.800301,39,EU,GR,GR-L,Leros Island,yes,LGLE,LRS
Limnos Airport,39.917099,25.236299514799995,14,EU,GR,GR-K,Limnos Island,yes,LGLM,LXS
Larissa Air Base,39.650253,22.4655,241,EU,GR,GR-E,Larissa,no,LGLR,LRA
Mykonos Island National Airport,37.435101,25.348101,405,EU,GR,GR-L,Mykonos,yes,LGMK,JMK
Milos Airport,36.696899,24.4769,10,EU,GR,GR-L,Milos Island,yes,LGML,MLO
Mytilene International Airport,39.057406,26.598629,60,EU,GR,GR-K,Mytilene,yes,LGMT,MJT
Naxos Island National Airport,37.0811,25.368099,10,EU,GR,GR-L,Naxos,yes,LGNX,JNX
Paros National Airport,37.020495,25.113195,131,EU,GR,GR-L,Paros,yes,LGPA,PAS
Astypalaia Airport,36.57989883,26.37579918,165,EU,GR,GR-L,Astypalaia Island,yes,LGPL,JTY
Aktion National Airport,38.925499,20.765301,11,EU,GR,GR-D,Preveza,yes,LGPZ,PVK
"Rhodes International Airport ""Diagoras""",36.405399,28.086201,17,AS,GR,GR-L,Rhodes,yes,LGRP,RHO
Patras Araxos Agamemnon Airport,38.1511,21.4256,46,EU,GR,GR-G,Patras,yes,LGRX,GPA
Chania International Airport,35.531207,24.150673,490,AS,GR,GR-M,Souda,yes,LGSA,CHQ
Skiathos Island National Airport,39.177101,23.5037,54,EU,GR,GR-E,Skiathos,yes,LGSK,JSI
Samos Airport,37.689999,26.911699,19,EU,GR,GR-K,Samos Island,yes,LGSM,SMI
Syros Airport,37.42279816,24.950899124099998,236,EU,GR,GR-L,Syros Island,yes,LGSO,JSY
Santorini International Airport,36.400045,25.478638,127,EU,GR,GR-L,Santorini Island,yes,LGSR,JTR
Sitia Airport,35.21609878540039,26.101299285888672,376,EU,GR,GR-M,Crete Island,yes,LGST,JSH
Skiros Airport,38.96760178,24.48719978,44,EU,GR,GR-H,Skiros Island,yes,LGSY,SKU
Thessaloniki Macedonia International Airport,40.51928,22.970009,22,EU,GR,GR-B,Thessaloniki,yes,LGTS,SKG
Zakynthos International Airport Dionysios Solomos,37.7509,20.8843,12,EU,GR,GR-F,Zakynthos,yes,LGZA,ZTH
Budapest Liszt Ferenc International Airport,47.43018,19.262393,495,EU,HU,HU-BU,Budapest,yes,LHBP,BUD
Debrecen International Airport,47.489469,21.616278,359,EU,HU,HU-HB,Debrecen,yes,LHDC,DEB
Pécs-Pogány International Airport,45.988891,18.242044,651,EU,HU,HU-BA,Pécs,yes,LHPP,PEV
Győr-Pér Airport,47.628436,17.804718,424,EU,HU,HU-GS,Győr,yes,LHPR,QGY
Hévíz–Balaton Airport,46.686391,17.159084,408,EU,HU,HU-ZA,Sármellék,yes,LHSM,SOB
Crotone Sant'Anna Pythagoras Airport,38.9972,17.0802,522,EU,IT,IT-78,Isola di Capo Rizzuto (KR),yes,LIBC,CRV
Bari Karol Wojtyła International Airport,41.138901,16.760599,193,EU,IT,IT-75,Bari,yes,LIBD,BRI
Foggia Gino Lisa Airport,41.433596,15.534566,265,EU,IT,IT-75,Foggia (FG),yes,LIBF,FOG
Taranto-Grottaglie Marcello Arlotta Airport,40.517502,17.4032,215,EU,IT,IT-75,Grottaglie,no,LIBG,TAR
Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,40.239201,18.133301,156,EU,IT,IT-75,Galatina (LE),no,LIBN,LCC
Abruzzo Airport,42.431079,14.182981,48,EU,IT,IT-65,Pescara,yes,LIBP,PSR
Brindisi Airport,40.6576,17.947001,47,EU,IT,IT-75,Brindisi,yes,LIBR,BDS
Lamezia Terme Sant'Eufemia International Airport,38.906214,16.246007,39,EU,IT,IT-78,Lamezia Terme (CZ),yes,LICA,SUF
Comiso Airport,36.99583,14.60889,756,EU,IT,IT-82,Comiso,yes,LICB,CIY
Catania-Fontanarossa Airport,37.466801,15.0664,39,EU,IT,IT-82,Catania,yes,LICC,CTA
Lampedusa Airport,35.497898,12.6181,70,EU,IT,IT-82,Lampedusa,yes,LICD,LMP
Pantelleria Airport,36.816502,11.9689,628,EU,IT,IT-82,Pantelleria (TP),yes,LICG,PNL
Falcone–Borsellino Airport,38.175999,13.091,65,EU,IT,IT-82,Palermo,yes,LICJ,PMO
Reggio Calabria Airport,38.071201,15.6516,96,EU,IT,IT-78,Reggio Calabria,yes,LICR,REG
Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,25,EU,IT,IT-82,Trapani (TP),yes,LICT,TPS
Belluno Arturo dell'Oro Airport,46.166549,12.250389,1240,EU,IT,IT-34,Belluno (BL),no,LIDB,BLX
Ravenna Airport,44.364291,12.224996,1,EU,IT,IT-45,Ravenna (RA),no,LIDR,RAN
Alghero-Fertilia Airport,40.632099,8.29077,87,EU,IT,IT-88,Alghero,yes,LIEA,AHO
Decimomannu Air Base,39.354198,8.97248,100,EU,IT,IT-88,Decimomannu,no,LIED,DCI
Cagliari Elmas Airport,39.251499,9.05428,13,EU,IT,IT-88,Cagliari,yes,LIEE,CAG
Olbia Costa Smeralda Airport,40.898953,9.518457,37,EU,IT,IT-88,Olbia (SS),yes,LIEO,OLB
Oristano-Fenosu Airport,39.895308,8.642661,36,EU,IT,IT-88,Oristano,no,LIER,FNU
Milan Malpensa International Airport,45.6306,8.72811,768,EU,IT,IT-25,Ferno (VA),yes,LIMC,MXP
Il Caravaggio International Airport,45.669362,9.708851,782,EU,IT,IT-25,Orio al Serio (BG),yes,LIME,BGY
Turin Airport,45.200802,7.64963,989,EU,IT,IT-21,Caselle Torinese (TO),yes,LIMF,TRN
Genoa Cristoforo Colombo Airport,44.412039,8.840732,13,EU,IT,IT-42,Genova (GE),yes,LIMJ,GOA
Milano Linate Airport,45.445099,9.27674,353,EU,IT,IT-25,Segrate (MI),yes,LIML,LIN
Parma Airport,44.826351,10.29705,161,EU,IT,IT-45,Parma (PR),yes,LIMP,PMF
Aosta Corrado Gex Airport,45.738552,7.3683,1791,EU,IT,IT-23,Saint-Christophe (AO),no,LIMW,AOT
Cuneo International Airport,44.547458,7.623045,1267,EU,IT,IT-21,Levaldigi (CN),yes,LIMZ,CUF
Aviano Air Base,46.031898,12.596503,410,EU,IT,IT-36,Aviano (PN),no,LIPA,AVB
Bolzano Airport,46.459245,11.326125,789,EU,IT,IT-32,Bolzano (BZ),yes,LIPB,BZO
Bologna Guglielmo Marconi Airport,44.5354,11.2887,123,EU,IT,IT-45,Bologna,yes,LIPE,BLQ
Treviso Airport,45.648399,12.1944,59,EU,IT,IT-34,Treviso (TV),yes,LIPH,TSF
Forlì-Luigi Ridolfi International Airport,44.194801,12.0701,97,EU,IT,IT-45,Forlì (FC),yes,LIPK,FRL
Brescia Gabriele d'Annunzio Airport,45.428902,10.3306,355,EU,IT,IT-25,Montichiari (BS),yes,LIPO,VBS
Trieste Airport,45.827499,13.4722,39,EU,IT,IT-36,Ronchi dei Legionari/Trieste,yes,LIPQ,TRS
Federico Fellini International Airport,44.020024,12.612198,40,EU,IT,IT-45,Rimini (RN),yes,LIPR,RMI
Verona Villafranca Valerio Catullo Airport,45.394955,10.887303,239,EU,IT,IT-34,Caselle (VR),yes,LIPX,VRN
Marche Airport,43.616299,13.3623,49,EU,IT,IT-57,Falconara Marittima (AN),yes,LIPY,AOI
Venice Marco Polo Airport,45.505299,12.3519,7,EU,IT,IT-34,Venezia (VE),yes,LIPZ,VCE
Ciampino–G. B. Pastine International Airport,41.798769,12.595331,427,EU,IT,IT-62,Rome,yes,LIRA,CIA
Rome–Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998,13,EU,IT,IT-62,Rome,yes,LIRF,FCO
Salerno Costa d'Amalfi Airport,40.620399,14.9113,123,EU,IT,IT-72,Salerno,yes,LIRI,QSR
Marina di Campo Airport,42.760871,10.239811,31,EU,IT,IT-52,Campo nell'Elba (LI),yes,LIRJ,EBA
Naples International Airport,40.886002,14.2908,294,EU,IT,IT-72,Napoli,yes,LIRN,NAP
Pisa International Airport,43.683899,10.3927,6,EU,IT,IT-52,Pisa (PI),yes,LIRP,PSA
"Florence Airport, Peretola",43.808558,11.202822,142,EU,IT,IT-52,Firenze (FI),yes,LIRQ,FLR
Grosseto Corrado Baccarini Air Base / Grosseto Airport,42.759701,11.0719,17,EU,IT,IT-52,Grosseto (GR),no,LIRS,GRS
Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132,697,EU,IT,IT-55,Perugia (PG),yes,LIRZ,PEG
Ljubljana Jože Pučnik Airport,46.223701,14.4576,1273,EU,SI,SI-012,Zgornji Brnik,yes,LJLJ,LJU
Maribor Edvard Rusjan Airport,46.4799,15.6861,876,EU,SI,SI-160,Maribor,yes,LJMB,MBX
Portorož Airport,45.47201,13.615951,7,EU,SI,SI-090,Sečovlje,no,LJPZ,POW
České Budějovice South Bohemian Airport,48.948171,14.42832,1417,EU,CZ,CZ-JC,České Budějovice,yes,LKCS,JCL
Kunovice Airport,49.0294,17.439699,581,EU,CZ,CZ-ZL,Uherské Hradiště,no,LKKU,UHE
Karlovy Vary Airport,50.202999,12.915,1989,EU,CZ,CZ-KA,Karlovy Vary,yes,LKKV,KLV
Mnichovo Hradiště Airport,50.540199,15.0066,800,EU,CZ,CZ-ST,Mnichovo Hradiště,no,LKMH,HRA
Leoš Janáček Airport Ostrava,49.696301,18.111099,844,EU,CZ,CZ-MO,Mošnov,yes,LKMT,OSR
Olomouc Airport,49.587712,17.209275,869,EU,CZ,CZ-OL,Olomouc,no,LKOL,OLO
Pardubice Airport,50.015049,15.73981,741,EU,CZ,CZ-PA,Pardubice,yes,LKPD,PED
Přerov Air Base,49.4258,17.404699,676,EU,CZ,CZ-OL,Přerov,no,LKPO,PRV
Václav Havel Airport Prague,50.100874,14.259911,1247,EU,CZ,CZ-PR,Prague,yes,LKPR,PRG
Brno-Tuřany Airport,49.151276,16.693972,778,EU,CZ,CZ-JM,Brno,yes,LKTB,BRQ
Vodochody Airport,50.216599,14.3958,919,EU,CZ,CZ-ST,Vodochody,no,LKVO,VOD
Zábřeh Dolní Benešov Airfield,49.928258,18.075557,791,EU,CZ,CZ-MO,Dolní Benešov,no,LKZA,ZBE
Ben Gurion International Airport,32.011398,34.8867,135,AS,IL,IL-M,Tel Aviv,yes,LLBG,TLV
Beersheba (Teyman) Airport,31.28700066,34.72299957,656,AS,IL,IL-D,Beersheba,no,LLBS,BEV
Ramon International Airport,29.727009,35.014116,288,AS,IL,IL-D,Eilat,yes,LLER,ETM
Ein Yahav Airfield,30.621700286865234,35.20330047607422,-164,AS,IL,IL-D,Sapir,no,LLEY,EIY
Uri Michaeli Haifa International Airport,32.810219,35.043719,28,AS,IL,IL-HA,Haifa,yes,LLHA,HFA
Rosh Pina Airport,32.980999,35.571899,884,AS,IL,IL-Z,Rosh Pina,no,LLIB,RPN
Kiryat Shmona Airport,33.216275,35.59622,386,AS,IL,IL-Z,Kiryat Shmona,no,LLKS,KSW
Mitzpe Ramon Airfield,30.6506,34.8069,2556,AS,IL,IL-D,Mitzpe Ramon,no,LLMR,MIP
Bar Yehuda Airfield,31.328199,35.388599,-1266,AS,IL,IL-D,Masada,no,LLMZ,MTZ
Nevatim Air Base,31.208299636799996,35.01229858,1330,AS,IL,IL-D,Beersheba,no,LLNV,VTM
Ovda Airport,29.9403,34.935799,1492,AS,IL,IL-D,Eilat,no,LLOV,VDA
Malta International Airport,35.845932,14.491546,300,EU,MT,MT-25,Valletta,yes,LMML,MLA
Hohenems-Dornbirn Airfield,47.384477,9.699776,1352,EU,AT,AT-8,Hohenems,no,LOIH,HOH
Graz Airport,46.9911,15.4396,1115,EU,AT,AT-6,Feldkirchen bei Graz,yes,LOWG,GRZ
Innsbruck Airport,47.260201,11.344,1907,EU,AT,AT-7,Innsbruck,yes,LOWI,INN
Klagenfurt Airport,46.642502,14.3377,1472,EU,AT,AT-2,Klagenfurt am Wörthersee,yes,LOWK,KLU
Linz-Hörsching Airport,48.235362,14.188128,980,EU,AT,AT-4,Linz,yes,LOWL,LNZ
Salzburg Airport,47.793301,13.0043,1411,EU,AT,AT-5,Salzburg,yes,LOWS,SZG
Vienna International Airport,48.110298,16.5697,600,EU,AT,AT-9,Vienna,yes,LOWW,VIE
Santa Maria Airport,36.97140121459961,-25.17060089,308,EU,PT,PT-20,Vila do Porto,yes,LPAZ,SMA
Bragança Airport,41.8578,-6.70713,2241,EU,PT,PT-04,Bragança,yes,LPBG,BGC
Beja Airport / Airbase,38.078899,-7.9324,636,EU,PT,PT-02,Beja,no,LPBJ,BYJ
Corvo Airport,39.671501,-31.1136,62,EU,PT,PT-20,Corvo,yes,LPCR,CVU
Cascais Airport,38.724998,-9.35523,325,EU,PT,PT-11,Cascais,yes,LPCS,CAT
Flores Airport,39.455299377441406,-31.13139915,112,EU,PT,PT-20,Santa Cruz das Flores,yes,LPFL,FLW
Faro - Gago Coutinho International Airport,37.015909,-7.970939,24,EU,PT,PT-08,Faro,yes,LPFR,FAO
Graciosa Airport,39.092201232910156,-28.02980042,86,EU,PT,PT-20,Santa Cruz da Graciosa,yes,LPGR,GRW
Horta Airport,38.519901275634766,-28.71590042,118,EU,PT,PT-20,Horta,yes,LPHR,HOR
Lajes Airport,38.761799,-27.090799,180,EU,PT,PT-20,Praia da Vitória,yes,LPLA,TER
Cristiano Ronaldo International Airport,32.697812,-16.774613,192,EU,PT,PT-30,Funchal,yes,LPMA,FNC
João Paulo II Airport,37.74119949,-25.69790077,259,EU,PT,PT-20,Ponta Delgada,yes,LPPD,PDL
Pico Airport,38.554298,-28.441299,109,EU,PT,PT-20,Pico Island,yes,LPPI,PIX
Portimão Airport,37.1493,-8.58396,5,EU,PT,PT-08,Portimão,yes,LPPM,PRM
Francisco de Sá Carneiro Airport,41.24810028,-8.681389809,228,EU,PT,PT-13,Porto,yes,LPPR,OPO
Porto Santo Airport,33.07339859,-16.35000038,341,EU,PT,PT-30,Vila Baleira,yes,LPPS,PXO
Lisbon Humberto Delgado Airport,38.7813,-9.13592,374,EU,PT,PT-11,Lisbon,yes,LPPT,LIS
São Jorge Airport,38.665501,-28.1758,311,EU,PT,PT-20,Velas,yes,LPSJ,SJZ
Vila Real Airport,41.2743,-7.72047,1805,EU,PT,PT-17,Vila Real,yes,LPVR,VRL
Aerodromo Goncalves Lobato (Viseu Airport),40.725498,-7.88899,2060,EU,PT,PT-18,Viseu,yes,LPVZ,VSE
Banja Luka International Airport,44.941399,17.297501,400,EU,BA,BA-SRP,Mahovljani,yes,LQBK,BNX
Mostar International Airport,43.282489,17.846101,156,EU,BA,BA-BIH,Mostar,yes,LQMO,OMO
Sarajevo International Airport,43.8246,18.331499,1708,EU,BA,BA-BIH,Sarajevo,yes,LQSA,SJJ
Tuzla International Airport,44.459858,18.723627,784,EU,BA,BA-BIH,Dubrave Gornje,yes,LQTZ,TZL
Arad International Airport,46.176136,21.264322,352,EU,RO,RO-AR,Arad,yes,LRAR,ARW
Bacău George Enescu International  Airport,46.5219,26.910299,607,EU,RO,RO-BC,Bacău,yes,LRBC,BCM
Maramureș International Airport,47.658444,23.464445,605,EU,RO,RO-MM,Tăuții-Măgherăuș,yes,LRBM,BAY
Bucharest Băneasa Aurel Vlaicu International Airport,44.503133,26.102944,297,EU,RO,RO-B,Bucharest,yes,LRBS,BBU
Brașov-Ghimbav International Airport,45.70558,25.522871,1740,EU,RO,RO-BV,Brașov (Ghimbav),yes,LRBV,GHV
Mihail Kogălniceanu International Airport,44.362202,28.4883,353,EU,RO,RO-CT,Constanța,yes,LRCK,CND
Avram Iancu Cluj International Airport,46.786042,23.685733,1039,EU,RO,RO-CJ,Cluj-Napoca,yes,LRCL,CLJ
Caransebeş Airport,45.420142,22.252507,866,EU,RO,RO-CS,Caransebeş,no,LRCS,CSB
Craiova International Airport,44.3181,23.888599,626,EU,RO,RO-DJ,Craiova,yes,LRCV,CRA
Iaşi International Airport,47.179633,27.621431,411,EU,RO,RO-IS,Iaşi,yes,LRIA,IAS
Oradea International Airport,47.025299,21.9025,465,EU,RO,RO-BH,Oradea,yes,LROD,OMR
Bucharest Henri Coandă International Airport,44.571792,26.103285,314,EU,RO,RO-IF,Otopeni,yes,LROP,OTP
Sibiu International Airport,45.785841,24.086666,1496,EU,RO,RO-SB,Sibiu,yes,LRSB,SBZ
Satu Mare International Airport,47.7033,22.8857,405,EU,RO,RO-SM,Satu Mare,yes,LRSM,SUJ
Suceava Ștefan cel Mare International Airport,47.6875,26.354099,1375,EU,RO,RO-SV,Suceava,yes,LRSV,SCV
Tulcea Danube Delta Airport,45.0625,28.7143,200,EU,RO,RO-TL,Mihail Kogălniceanu,no,LRTC,TCE
Târgu Mureş Transilvania International Airport,46.467701,24.4125,963,EU,RO,RO-MS,Recea,yes,LRTM,TGM
Timișoara Traian Vuia International Airport,45.809898,21.3379,348,EU,RO,RO-TM,Timişoara,yes,LRTR,TSR
Geneva International Airport,46.238098,6.10895,1411,EU,CH,CH-GE,Geneva,yes,LSGG,GVA
Sion Airport,46.219166,7.326944,1582,EU,CH,CH-VS,Sion,no,LSGS,SIR
Emmen Air Base,47.092444,8.305184,1400,EU,CH,CH-LU,Emmen,no,LSME,EML
Payerne Air Base,46.8432,6.91506,1465,EU,CH,CH-FR,Payerne,no,LSMP,VIP
Lugano Airport,46.004299,8.91058,915,EU,CH,CH-TI,Agno,yes,LSZA,LUG
Bern Airport,46.912736,7.498819,1671,EU,CH,CH-BE,Bern,yes,LSZB,BRN
Buochs Airport,46.974444,8.396944,1475,EU,CH,CH-NW,Buochs,no,LSZC,BXO
Zürich Airport,47.458056,8.548056,1417,EU,CH,CH-ZH,Zurich,yes,LSZH,ZRH
Sankt Gallen Altenrhein Airport,47.485001,9.56077,1306,EU,CH,CH-SG,St. Gallen,yes,LSZR,ACH
Engadin Airport,46.5341,9.88411,5600,EU,CH,CH-GR,Samedan,no,LSZS,SMV
Esenboğa International Airport,40.128101,32.995098,3125,AS,TR,TR-06,Ankara,yes,LTAC,ESB
Etimesgut Air Base,39.94979858,32.68859863,2653,AS,TR,TR-06,Ankara,no,LTAD,ANK
Adana Şakirpaşa Airport,36.982201,35.280399,65,AS,TR,TR-01,Seyhan,yes,LTAF,ADA
İncirlik Air Base,37.002102,35.4259,238,AS,TR,TR-01,Sarıçam,no,LTAG,UAB
Afyon Air Base,38.726398,30.601101,3310,AS,TR,TR-03,Afyonkarahisar,no,LTAH,AFY
Antalya International Airport,36.898701,30.800501,177,AS,TR,TR-07,Antalya,yes,LTAI,AYT
Gaziantep Oğuzeli International Airport,36.947201,37.478699,2315,AS,TR,TR-27,Gaziantep,yes,LTAJ,GZT
Kastamonu Airport,41.314201,33.795799,3520,AS,TR,TR-37,Kastamonu,no,LTAL,KFS
Konya Airport,37.979,32.561901,3392,AS,TR,TR-42,Konya,yes,LTAN,KYA
